Handled by,physical_id,gender,mouseline,Genotype,birthdate,End date,Confirmation of genotype,phenotype,project_title,Experiment,comment,PFA Liver,PFA Liver tumour,PFA Small intestine,PFA SI tumour,PFA Skin,PFA Skin_Hair,PFA Others,Freeze Liver,Freeze Liver tumour,Freeze Others
Alex Ang,5743B04,Female,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",03-27-2019,10-01-2019,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,Dox ON 23/5/19 - 30/5/19; CDE start 19/6/19 -31/7/19,1,,,,,,,,,
Alex Ang,5743B12,Male,Lgr5/Kai/Tomato,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",03-27-2019,08-06-2019,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,Dox ON 23/5/19 - 30/5/19; CDE start 19/6/19 -31/7/19; Harvest immediately after CDE,1,,,,,,,,,
Alex Ang,5743B19,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",03-27-2019,08-06-2019,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,Dox ON 23/5/19 - 30/5/19; CDE start 19/6/19 -31/7/19; Harvest immediately after CDE,1,,,,,,,,,
Alex Ang,6843A08,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",03-27-2019,02-12-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,Dox ON 23/5/19 - 30/5/19; CDE start 19/6/19 -31/7/19,1,,,,,,,,,
Alex Ang,6322C08,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",03-30-2019,02-12-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,Dox ON 23/5/19 - 30/5/19; CDE start 19/6/19 -31/7/19,1,,,,,,,,,
Alex Ang,6843B02,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",04-07-2019,02-12-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,Dox ON 23/5/19 - 30/5/19; CDE start 19/6/19 -31/7/19,1,,,,,,,,,
Alex Ang,6843C12,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",04-21-2019,02-25-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,CDE start 19/6/19 -31/7/19; Dox 31/7/19 - 7/8/19,1,,,,,,,,,
Alex Ang,6843C13,Male,Lgr5/Kai/Tomato,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",04-21-2019,02-25-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,CDE start 19/6/19 -31/7/19; Dox 31/7/19 - 7/8/19,1,,,,,,,,,
Alex Ang,6843C14,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",04-21-2019,02-25-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,CDE start 19/6/19 -31/7/19; Dox 31/7/19 - 7/8/19,1,,,,,,,,,
Alex Ang,6843C19,Male,Lgr5/Kai/Tomato,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",04-21-2019,02-25-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,CDE start 19/6/19 -31/7/19; Dox 31/7/19 - 7/8/19,1,,,,,,,,,
Alex Ang,5743D10,Female,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",05-11-2019,12-18-2019,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC-induced injury,DDC + Dox Start 22 Aug '19;,1,,,,,,,,,
Alex Ang,6757C05,Female,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",05-28-2019,01-20-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC-induced injury,DDC + Dox Start 22 Aug '19;,1,,,,,,,,,
Alex Ang,6757C06,Female,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",05-28-2019,01-20-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC-induced injury,DDC + Dox Start 22 Aug '19;,1,,,,,,,,,
Alex Ang,6757C07,Female,Lgr5/Kai/Tomato,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",05-28-2019,01-20-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC-induced injury,DDC + Dox Start 22 Aug '19;,1,,,,,,,,,
Alex Ang,5743E11,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",06-20-2019,04-06-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC + DEN tumour,"P5 Dox ON 25/6/19; P12 Dox OFF 2/7/19, DEN injection 25ug/g; 31 Jul '19 DDC Start; 11 Sep '19 DDC Stop; Tumour harvested",,1,,,,,,,,
Alex Ang,5743E12,Male,Lgr5/Kai/Tomato,"Lgr5(+/+), Kai(T/+), Tomato(KI/+)",06-20-2019,04-06-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC + DEN tumour,"P5 Dox ON 25/6/19; P12 Dox OFF 2/7/19, DEN injection 25ug/g; 31 Jul '19 DDC Start; 11 Sep '19 DDC Stop; Tumour harvested",,1,,,,,,,,
Alex Ang,5743E13,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",06-20-2019,04-06-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC + DEN tumour,"P5 Dox ON 25/6/19; P12 Dox OFF 2/7/19, DEN injection 25ug/g; 31 Jul '19 DDC Start; 11 Sep '19 DDC Stop; Tumour harvested",,1,,,,,,,,
Alex Ang,5743E14,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",06-20-2019,04-06-2020, Wrong genotype,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC + DEN tumour,"P5 Dox ON 25/6/19; P12 Dox OFF 2/7/19, DEN injection 25ug/g; 31 Jul '19 DDC Start; 11 Sep '19 DDC Stop; WRONG GENOTYPE, tumour harvested as control",,1,,,,,,,,
Alex Ang,7979A09,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",07-01-2019,03-10-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC-induced injury,Dox ON 14 Aug '19; Dox OFF 21 Aug '19; DDC Start 28 Aug '19; DDC Stop 27 Dec '19; 3 months recovery,1,,,,,,,,,
Alex Ang,6757D07,Female,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",07-07-2019,01-20-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC-induced injury,DDC + Dox Start 22 Aug '19;,1,,,,,,,,,
Alex Ang,6757E07,Female,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",07-29-2019,01-20-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC-induced injury,DDC + Dox Start 22 Aug '19;,1,,,,,,,,,
Alex Ang,6322B07,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",03-13-2019,03-10-2020,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - DDC-induced injury,DDC Start 26 Apr '19; DDC Stop 7 June '19; Dox 3-10 June '19; 9 months recovery,1,,,,,,,,,
Alex Ang,6322C10,Female,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",03-30-2019,07-31-2019,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,CDE start 19/6/19 - 31/7/19; No Dox control,1,,,,,,,,,
Alex Ang,6367B13,Male,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",04-07-2019,07-31-2019,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing - CDE-induced injury,CDE start 19/6/19 - 31/7/19; No Dox Control,1,,,,,,,,,
Alex Ang,2873F11,Female,Kai/Tomato,"Kai(T/+), Tomato(KI/KI)",12-17-2018,04-03-2019,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing control - DDC-induced injury,DDC Start 31/1/19; DDC Stop 14/3/19,1,,,,,,,,,
Alex Ang,2873F12,Female,Kai/Tomato,"Kai(T/+), Tomato(KI/KI)",12-17-2018,04-03-2019,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing control - DDC-induced injury,DDC Start 31/1/19; DDC Stop 14/3/19,1,,,,,,,,,
Alex Ang,1466B07,Female,Lgr5/Kai/Tomato,"Lgr5(T/+), Kai(T/+), Tomato(KI/+)",04-22-2018,08-28-2018,Yes,NA,Role of Lgr5 in liver regeneration,Lineage tracing ,No Dox Control,1,,,,,,,,,
